Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mcsp,branch-ueq1,branch-rtul,Randomise questionnaire elements?,Question Key,Response
2,1651299043119,30/04/2022 06:10:43,1651299042878,5.5,30/04/2022 11:40:42,85779,6,questionnaire-mfi8,,21593824,y22eezuz,6383311,,complete,ukrjom,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1366x625,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms,অভিশাপ/সাহসী/শত্রু
3,1651299043347,30/04/2022 06:10:43,1651299042880,5.5,30/04/2022 11:40:42,85779,6,questionnaire-mfi8,,21593824,y22eezuz,6383311,,complete,ukrjom,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1366x625,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms-quantised,3
4,1651299043347,30/04/2022 06:10:43,1651299042880,5.5,30/04/2022 11:40:42,85779,6,questionnaire-mfi8,,21593824,y22eezuz,6383311,,complete,ukrjom,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1366x625,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,11551
1,1651295910121,30/04/2022 05:18:30,1651295888117,5.5,30/04/2022 10:48:08,85779,6,questionnaire-mfi8,,21593693,geir2y8v,6383293,,complete,lgqwrq,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651295933622,30/04/2022 05:18:53,1651295911654,5.5,30/04/2022 10:48:31,85779,6,questionnaire-mfi8,,21593693,geir2y8v,6383293,,complete,lgqwrq,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,antonyms,অভিশাপ/সাহসী/শত্রু
3,1651295933876,30/04/2022 05:18:53,1651295911657,5.5,30/04/2022 10:48:31,85779,6,questionnaire-mfi8,,21593693,geir2y8v,6383293,,complete,lgqwrq,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,antonyms-quantised,3
4,1651295933876,30/04/2022 05:18:53,1651295911657,5.5,30/04/2022 10:48:31,85779,6,questionnaire-mfi8,,21593693,geir2y8v,6383293,,complete,lgqwrq,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,END QUESTIONNAIRE,23540
1,1651251230786,29/04/2022 16:53:50,1651251230971,5.5,29/04/2022 22:23:50,85779,6,questionnaire-mfi8,,21588306,ybga1xkq,6381813,,complete,dmtuub,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x714,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651251256415,29/04/2022 16:54:16,1651251255789,5.5,29/04/2022 22:24:15,85779,6,questionnaire-mfi8,,21588306,ybga1xkq,6381813,,complete,dmtuub,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x714,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms,অভিশাপ/সাহসী/শত্রু
3,1651251256633,29/04/2022 16:54:16,1651251255793,5.5,29/04/2022 22:24:15,85779,6,questionnaire-mfi8,,21588306,ybga1xkq,6381813,,complete,dmtuub,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x714,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms-quantised,3
4,1651251256633,29/04/2022 16:54:16,1651251255793,5.5,29/04/2022 22:24:15,85779,6,questionnaire-mfi8,,21588306,ybga1xkq,6381813,,complete,dmtuub,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x714,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,24822
1,1651247040613,29/04/2022 15:44:00,1651247040834,5.5,29/04/2022 21:14:00,85779,6,questionnaire-mfi8,,21587359,w4veysa0,6381442,,complete,rjslqt,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1280x601,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651247062958,29/04/2022 15:44:22,1651247063235,5.5,29/04/2022 21:14:23,85779,6,questionnaire-mfi8,,21587359,w4veysa0,6381442,,complete,rjslqt,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1280x601,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,antonyms,অভিশাপ/সাহসী/শত্রু
3,1651247063211,29/04/2022 15:44:23,1651247063236,5.5,29/04/2022 21:14:23,85779,6,questionnaire-mfi8,,21587359,w4veysa0,6381442,,complete,rjslqt,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1280x601,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,antonyms-quantised,3
