Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mcsp,branch-ueq1,branch-rtul,Randomise questionnaire elements?,Question Key,Response
3,1651479331458,02/05/2022 08:15:31,1651479330874,5.5,02/05/2022 13:45:30,85779,6,questionnaire-99dv,,21613272,s97gywdc,6390112,,complete,mkqyba,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1226x708,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,END QUESTIONNAIRE,42162
1,1651674225863,04/05/2022 14:23:45,1651674231222,5.5,04/05/2022 19:53:51,85779,6,questionnaire-99dv,,21667237,3fqibna3,6406343,,complete,futrsz,,computer,Desktop or Laptop,Windows 7,Chrome 100.0.4896.127,1600x900,1600x789,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651674515375,04/05/2022 14:28:35,1651674520435,5.5,04/05/2022 19:58:40,85779,6,questionnaire-99dv,,21667237,3fqibna3,6406343,,complete,futrsz,,computer,Desktop or Laptop,Windows 7,Chrome 100.0.4896.127,1600x900,1583x789,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,comment,দুর্তরল should not have been included in the study. The participant has already been told in the mail that it is a fake word and this might bias the results.
3,1651674515589,04/05/2022 14:28:35,1651674520438,5.5,04/05/2022 19:58:40,85779,6,questionnaire-99dv,,21667237,3fqibna3,6406343,,complete,futrsz,,computer,Desktop or Laptop,Windows 7,Chrome 100.0.4896.127,1600x900,1583x789,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,END QUESTIONNAIRE,289216
1,1651472167695,02/05/2022 06:16:07,1651472167521,5.5,02/05/2022 11:46:07,85779,6,questionnaire-99dv,,21612437,duhn6k85,6389926,,complete,bpchhd,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1366x657,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651472249828,02/05/2022 06:17:29,1651472249699,5.5,02/05/2022 11:47:29,85779,6,questionnaire-99dv,,21612437,duhn6k85,6389926,,complete,bpchhd,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x657,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,comment,Too fast for people with minimal access to computer
3,1651472250171,02/05/2022 06:17:30,1651472249700,5.5,02/05/2022 11:47:29,85779,6,questionnaire-99dv,,21612437,duhn6k85,6389926,,complete,bpchhd,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x657,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,END QUESTIONNAIRE,82179
1,1651341126152,30/04/2022 17:52:06,1651341121215,5.5,30/04/2022 23:22:01,85779,6,questionnaire-99dv,,21599115,dymkyl52,6384564,,complete,heolok,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1366x625,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651341199277,30/04/2022 17:53:19,1651341194365,5.5,30/04/2022 23:23:14,85779,6,questionnaire-99dv,,21599115,dymkyl52,6384564,,complete,heolok,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x625,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,comment,
3,1651341199543,30/04/2022 17:53:19,1651341194373,5.5,30/04/2022 23:23:14,85779,6,questionnaire-99dv,,21599115,dymkyl52,6384564,,complete,heolok,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x625,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,73158
1,1651304557082,30/04/2022 07:42:37,1651304556811,5.5,30/04/2022 13:12:36,85779,6,questionnaire-99dv,,21594157,kfm810wo,6383389,,complete,rpwxdn,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1366x649,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651304564779,30/04/2022 07:42:44,1651304564548,5.5,30/04/2022 13:12:44,85779,6,questionnaire-99dv,,21594157,kfm810wo,6383389,,complete,rpwxdn,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x649,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,comment,
3,1651304565000,30/04/2022 07:42:45,1651304564551,5.5,30/04/2022 13:12:44,85779,6,questionnaire-99dv,,21594157,kfm810wo,6383389,,complete,rpwxdn,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x649,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,7740
1,1651299852055,30/04/2022 06:24:12,1651299852135,5.5,30/04/2022 11:54:12,85779,6,questionnaire-99dv,,21593875,y22eezuz,6383311,,complete,ukrjom,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1366x625,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651299900783,30/04/2022 06:25:00,1651299900515,5.5,30/04/2022 11:55:00,85779,6,questionnaire-99dv,,21593875,y22eezuz,6383311,,complete,ukrjom,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x625,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,comment,
3,1651299901028,30/04/2022 06:25:01,1651299900517,5.5,30/04/2022 11:55:00,85779,6,questionnaire-99dv,,21593875,y22eezuz,6383311,,complete,ukrjom,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x625,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,48382
1,1651252316079,29/04/2022 17:11:56,1651252316303,5.5,29/04/2022 22:41:56,85779,6,questionnaire-99dv,,21588625,ybga1xkq,6381813,,complete,dmtuub,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x714,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651252336358,29/04/2022 17:12:16,1651252336087,5.5,29/04/2022 22:42:16,85779,6,questionnaire-99dv,,21588625,ybga1xkq,6381813,,complete,dmtuub,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1519x714,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,comment,
3,1651252336628,29/04/2022 17:12:16,1651252336091,5.5,29/04/2022 22:42:16,85779,6,questionnaire-99dv,,21588625,ybga1xkq,6381813,,complete,dmtuub,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1519x714,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,19788
1,1651251512966,29/04/2022 16:58:32,1651251513321,5.5,29/04/2022 22:28:33,85779,6,questionnaire-99dv,,21588373,w4veysa0,6381442,,complete,rjslqt,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1280x601,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
