ItemNo,Condition,ITEMNO,length,noise,stim,width,height,blackPx,luminance,Word,WordPhonetic,WordLenPhonemic,WordLenPhonetic,WordLength,WordLenUnicode,WordLenXlsx,Stem,CatViolPOS,SpellingStem,CRating,stemFreq_old,log_stemFreq_old,stemFreq_new,log_stemFreq_new,Types,Exclude,wordFreq_old,log_wordFreq_old,TP_old,log_TP_old,WLp_O,WLc_O,WLa_O,Luminance_O,Width_O,complexity
F25,Filler,F25,7,a,হৃদয়ের,404,166,14563,127.8938921,হৃদয়ের,rid̪ɔʲer,7,9,4,7,7,হৃদয়,,,NA,82.57280814,1.91683705435453,85.05,1.92967431794859,2027,NA,3.363054081,0.526733851225141,0.0407283481905815,-1.39010320312939,0.0477940978713732,-0.00451238709829112,0.0600319735860601,0.0495256856504201,-0.0523143657080799,40.6060728521441
G46,Gramm,G46,10,a,দুর্বৃত্তি,306,200,13742,126.5228503,দুর্বৃত্তি,d̪urbrit̪t̪i,9,13,3,10,10,বৃত্তি,,,2.2,82.19200694,1.91482958505054,76.439,1.88331499683768,3299,NA,3.399271586,0.531385864079758,0.0413576905170531,-1.38344372097078,0.0614495544060513,0.0538013247439732,-0.123379817223572,0.0246456165977546,-0.0809001463327819,42.9163514854329
S31,SemViol,S31,9,a,দুর্জাহাজ,454,200,17582,129.5255877,দুর্জাহাজ,d̪urɟahaɟ,8,10,4,9,9,জাহাজ,,,6.733333333,80.43907968,1.90546709310093,86.874,1.93888981849623,686,NA,3.515167604,0.545946037110326,0.0436997491515805,-1.35952105599061,0.0546218261387122,0.0544459514723002,0.0152029396631932,0.000407086379333231,-0.019181271720253,53.3731016977412
C37,CatViol,C37,9,a,প্রতিরাজী,520,158,22088,123.5566694,প্রতিরাজী,prot̪iraɟi,9,10,4,9,9,রাজী,Adj/N,,NA,78.85275294,1.8968168601986,69.39,1.84129688749028,704,NA,3.605193974,0.556928636481666,0.0457205847555283,-1.33988822371693,0.0614495544060513,-0.005801640554946,-0.0298405816795763,-0.0102112974643864,0.0673710201749857,65.0439945159368
S32,SemViol,S32,8,a,প্রতিবাঘ,465,158,17777,125.0208189,প্রতিবাঘ,prot̪ibagʱ,8,11,4,8,8,বাঘ,,,6.666666667,77.70103626,1.89042681080862,73.039,1.86355481850413,1890,NA,3.64141148,0.56126975704333,0.0468643875972936,-1.32915705376529,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.0172624011724729,0.0109595852981435,51.4739199858097
S33,SemViol,S33,9,a,প্রতিরুটি,452,200,20565,122.2969282,প্রতিরুটি,prot̪iruti,9,11,4,9,9,রুটি,,,6.566666667,76.50896294,1.88371231524996,76.509,1.88371252561681,938,NA,3.767655356,0.576071169112077,0.0492446271811928,-1.30764114613789,0.0614495544060513,-0.005801640554946,-0.0298405816795763,-0.0144937427202632,-0.0144453558842925,63.1886567046877
C38,CatViol,C38,9,a,প্রতিমোটা,533,160,21265,123.3034737,প্রতিমোটা,prot̪imota,9,10,4,9,9,মোটা,Adj,,NA,75.039567,1.8752903193735,77.291,1.88812892628707,728,NA,3.850438226,0.585510160236531,0.0513121061319557,-1.28978015913697,0.0614495544060513,-0.005801640554946,-0.0298405816795763,-0.0110720272113165,0.0828964982191337,61.6238509356578
G47,Gramm,G47,11,a,প্রতিশ্রুতি,518,158,21239,125.2541054,প্রতিশ্রুতি,prot̪isrut̪i,10,13,4,11,11,শ্রুতি,,,1.9,70.65621405,1.84915036305575,65.004,1.81294008163483,987,NA,3.851473012,0.585626859024291,0.0545100394039581,-1.26352350403146,0.0682772826733903,0.0531566980156453,-0.0746696156024436,-0.0591064145916015,0.0381800471882996,61.7398401979023
C39,CatViol,C39,8,a,প্রতিপচা,454,158,16920,127.6029232,প্রতিপচা,prot̪ipɔca,9,10,4,8,8,পচা,Adj/V,,NA,67.55289123,1.82964394134271,67.553,1.82964464061956,1508,NA,3.855612155,0.586093340735232,0.0570754572424242,-1.24355060060748,0.0614495544060513,-0.0654046058538652,-0.0299478253895282,0.0357129135165297,0.00720735835596715,50.4648724533208
S34,SemViol,S34,10,a,দুর্পেঁয়াজ,454,200,17709,125.3756758,দুর্পেঁয়াজ,d̪urpẽʷaɟ,8,11,4,10,10,পেঁয়াজ,,,6.733333333,67.36766456,1.82845149189349,69.389,1.84129062869779,239,NA,3.93218631,0.594634086852881,0.058369045976024,-1.23381740504061,0.0546218261387122,0.114048916771219,0.015310183373145,-0.0458695066135217,-0.0381651223040554,55.3513018663817
C40,CatViol,C40,10,a,প্রতিলম্বা,466,159,18302,124.2671305,প্রতিলম্বা,prot̪ilɔmba,9,11,4,10,10,লম্বা,Adj,,NA,67.07482016,1.8265595169217,58.355,1.76607807339558,420,NA,4.540640402,0.657117109121629,0.0676951558150849,-1.16944240780007,0.0614495544060513,0.0538013247439732,-0.0297333379696245,-0.0399652258848343,-0.0152098572831814,52.8481028464973
S35,SemViol,S35,8,a,দুর্চামচ,377,200,14532,124.7205684,দুর্চামচ,d̪urcamoc,8,10,4,8,8,চামচ,,,6.633333333,66.7126451,1.82420816040315,72.717,1.86163595340531,432,NA,4.667919064,0.669123317304156,0.0699705289305041,-1.15508484309899,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.0162417103120806,-0.0946084420997202,42.4528841130993
C41,CatViol,C41,11,a,দুর্বিখ্যাত,496,200,19688,120.6160102,দুর্বিখ্যাত,d̪urbikʰkʰat̪o,10,14,4,11,11,বিখ্যাত,Adj,,NA,66.26044367,1.82125433952644,61.622,1.78973578964577,216,NA,5.10252913,0.707785492753546,0.0770071681894007,-1.11346884677289,0.0682772826733903,0.0531566980156453,-0.0746696156024436,-0.0748734537148316,0.0107176557608976,60.3063437531053
F26,Filler,F26,9,a,পতাকাগুলি,614,200,23123,123.5610226,পতাকাগুলি,pɔt̪akaguli,10,12,5,9,9,পতাকা,,,NA,65.19564901,1.81421861300185,67.803,1.83124891001193,372,NA,5.125294419,0.7097188181911,0.078614056257249,-1.10449979481075,0.0682772826733903,-0.0660492325821932,0.0187623762315997,-0.0574663615156669,0.0632975438745325,68.4668880419515
C42,CatViol,C42,8,a,দুর্ভদ্র,277,200,11501,128.1887669,দুর্ভদ্র,d̪urbʱod̪ro,8,11,3,8,8,ভদ্র,Adj,,NA,65.15736194,1.81396349248586,58.642,1.76820877360701,1777,NA,5.216355575,0.717367187592937,0.0800578080463643,-1.09659630489292,0.0546218261387122,-0.00515701382661901,-0.0785507833007058,0.0849743308683457,-0.0880841322979334,36.0107382473276
S36,SemViol,S36,9,a,প্রতিছানা,505,158,19216,119.6081613,প্রতিছানা,prot̪icʰana,9,12,4,9,9,ছানা,,,6.466666667,62.38310102,1.79506695943043,60.512,1.78184150716495,941,NA,5.360190812,0.72918024997704,0.0859237633967815,-1.06588670945339,0.0614495544060513,-0.005801640554946,-0.0298405816795763,-0.0236341098488952,0.0484622445153979,56.3463733070268
S37,SemViol,S37,9,a,প্রতিচিনি,491,158,21057,123.0911038,প্রতিচিনি,prot̪icini,9,11,4,9,9,চিনি,,,6.6,61.92676045,1.79187836152922,63.165,1.80047650047595,698,NA,5.549556626,0.744258287163511,0.0896148383295577,-1.04762007436571,0.0614495544060513,-0.005801640554946,-0.0298405816795763,-0.0117939711080042,0.0324955559511958,61.6817048764943
G48,Gramm,G48,9,a,প্রতিভূতি,499,199,21629,121.2716102,প্রতিভূতি,prot̪ibʱut̪i,9,13,4,9,9,ভূতি,,,2.466666667,60.22039855,1.77974362542936,61.425,1.78834516515212,1518,NA,5.588878489,0.747324667474117,0.0928070657712378,-1.03241895795525,0.0614495544060513,-0.005801640554946,-0.0298405816795763,-0.0179792746730683,0.0416594342601931,66.1224333006482
G49,Gramm,G49,8,a,প্রতিসরণ,508,158,19010,126.3657473,প্রতিসরণ,prot̪iʃɔron,10,12,5,8,8,সরণ,,,2.5,60.11485039,1.77898177060092,57.109,1.75670455557216,645,NA,5.719261509,0.757339954794466,0.09513891279602,-1.02164181580646,0.0682772826733903,-0.125652197881112,0.0186551325216479,-0.0157626844065714,-0.0451108051377656,55.2305555200899
G50,Gramm,G50,8,a,প্রতিগমন,516,158,19530,125.6528833,প্রতিগমন,prot̪igɔmon,10,12,5,8,8,গমন,,,2.466666667,59.03453394,1.77110613896417,52.541,1.72049833434935,1929,NA,5.910696895,0.771638688970932,0.100122699384861,-0.999467449993238,0.0682772826733903,-0.125652197881112,0.0186551325216479,-0.0181860401362127,-0.0356873364712904,56.194489693958
S38,SemViol,S38,7,a,দুর্বীজ,323,200,14447,123.0850826,দুর্বীজ,d̪urbiɟ,6,8,3,7,7,বীজ,,,6.433333333,57.34990254,1.75853268420108,63.085,1.79992610739551,2067,NA,6.067984347,0.783044451808118,0.105806358481041,-0.975488232392966,0.0409663696040342,0.0557352049289555,0.0114290156748831,0.0804481719555725,-0.0337830345014521,42.8152024633657
S39,SemViol,S39,9,a,দুর্কুকুর,397,200,17836,123.6684132,দুর্কুকুর,d̪urkukur,8,10,4,9,9,কুকুর,,,6.8,55.20168707,1.74195235080882,50.786,1.70574400833288,647,NA,6.105236639,0.785702501863239,0.110598732811519,-0.956249848945585,0.0546218261387122,0.0544459514723002,0.0152029396631932,-0.0195041693217324,-0.0888889025671724,53.8148629901565
C43,CatViol,C43,12,a,প্রতিউজ্জ্বল,591,158,23274,127.2007005,প্রতিউজ্জ্বল,prot̪i͡u̯ɟɟɔl,10,13,5,12,12,উজ্জ্বল,Adj,,NA,54.90780788,1.73963410543541,58.202,1.76493790860246,639,NA,6.126967142,0.787245551282443,0.111586446055001,-0.952388554152965,0.0682772826733903,0.112759663314564,0.0190841073614554,-0.141600753107395,-0.0174530293100889,71.3254504225484
C44,CatViol,C44,9,a,প্রতিভারী,522,158,22266,127.3522956,প্রতিভারী,prot̪ibʱari,9,11,4,9,9,ভারী,Adj,,NA,53.45807288,1.72801329874025,52.389,1.71924010872421,275,NA,6.595725141,0.819262549302049,0.123381274065112,-0.908750749438199,0.0614495544060513,-0.005801640554946,-0.0298405816795763,0.00269179835662156,0.0706590611396475,65.224449046708
S40,SemViol,S40,7,a,দুর্শিং,268,200,10967,123.0084999,দুর্শিং,d̪urʃiŋ,6,8,2,7,7,শিং,,,6.4,53.41564666,1.72766849041354,50.745,1.70539325684366,1562,NA,6.743699521,0.82889821118981,0.126249515688256,-0.898770279223728,0.0409663696040342,0.0557352049289555,-0.082217463579064,0.137130435316994,0.0258573835514954,33.4165590362084
S41,SemViol,S41,7,a,দুর্খড়,287,200,11132,126.8663061,দুর্খড়,d̪urkʰɔɽ,6,9,3,7,7,খড়,,,6.433333333,53.36287258,1.72723920007011,57.098,1.75662089626378,1531,NA,6.792334457,0.832019062579436,0.127285772459441,-0.895220137490673,0.0409663696040342,0.0557352049289555,0.0114290156748831,0.0933023063118869,-0.0760541519169572,35.5383140422583
S42,SemViol,S42,9,a,প্রতিময়দা,545,166,20534,121.7644977,প্রতিময়দা,prot̪imɔʲd̪a,10,13,5,9,9,ময়দা,,,6.433333333,52.42639137,1.71954996524696,51.378,1.71077719440543,288,NA,7.131744223,0.853195758994114,0.136033475443076,-0.866354206252849,0.0682772826733903,-0.0660492325821932,0.0187623762315997,-0.0635735838047128,-0.0198435858514375,58.8038597092667
C45,CatViol,C45,8,a,দুঃহালকা,499,200,17681,125.0919584,দুঃহালকা,d̪uhalka,7,8,4,8,8,হালকা,Adj,,NA,51.26536162,1.70982402518437,53.316,1.7268575592885,134,NA,7.151405154,0.85439138315374,0.139497799840156,-0.855432642030631,0.0477940978713732,0.0550905782006281,0.060139217296012,0.00783149644622842,0.0429074385850143,52.0284809157375
S43,SemViol,S43,8,a,দুর্সবজি,414,200,16895,121.7411726,দুর্সবজি,d̪urʃobɟi,8,10,4,8,8,সবজি,,,6.533333333,49.94187049,1.69846480410009,42.95,1.63296316816726,275,NA,7.4556322,0.872484475331661,0.149286202676227,-0.825980328768425,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.0061133606089121,-0.0509503976699936,50.4881305350015
S44,SemViol,S44,9,a,প্রতিদাঁত,472,158,18542,129.3346229,প্রতিদাঁত,prot̪id̪ãt̪,8,13,4,9,9,দাঁত,,,6.8,47.59083699,1.67752334289378,49.019,1.69036444728914,414,NA,7.748476602,0.88921632594134,0.162814463709225,-0.788307016952435,0.0546218261387122,0.0544459514723002,0.0152029396631932,-0.00024209164373961,0.00235298584693434,56.8222077702392
C46,CatViol,C46,9,a,প্রতিদৃঢ়,404,197,16297,119.4535384,প্রতিদৃঢ়,prot̪id̪riɽʱo,10,13,4,9,9,দৃঢ়,Adj,,NA,47.52047155,1.67688074153852,44.194,1.64536331134526,562,NA,7.843676902,0.894519695836069,0.165058902956109,-0.782361045702448,0.0682772826733903,-0.0660492325821932,-0.0748841030223473,-0.0144870039618682,-0.0638272249558228,48.9651592796341
C47,CatViol,C47,9,a,প্রতিউঁচু,443,200,18976,120.233153,প্রতিউঁচু,prot̪i͡ũ̯cu,8,12,4,9,9,উঁচু,Adj,,NA,47.32075788,1.67505169158705,47.321,1.67505391367975,241,NA,7.98958171,0.902524042668919,0.168838836653053,-0.772527648918128,0.0546218261387122,0.0544459514723002,0.0152029396631932,-0.0311822137853034,-0.0345482668469832,57.9597307435986
S45,SemViol,S45,10,a,দুর্চামড়া,446,200,17043,125.2723039,দুর্চামড়া,d̪urcamɽa,8,10,4,10,10,চামড়া,,,6.5,46.98341768,1.67194460515293,46.983,1.6719407442817,232,NA,7.999929568,0.903086163446494,0.170271341742034,-0.768858441706432,0.0546218261387122,0.114048916771219,0.015310183373145,-0.0462209156987735,-0.0477800615123156,50.7040668915242
S46,SemViol,S46,10,a,দুর্বিছানা,477,200,19078,121.48549,দুর্বিছানা,d̪urbicʰana,9,12,4,10,10,বিছানা,,,6.7,46.4546421,1.66702911849505,50.171,1.70045275739916,232,NA,8.094095083,0.908168301832133,0.174236517968998,-0.758860816662914,0.0614495544060513,0.0538013247439732,-0.0297333379696245,-0.0494213135024971,-0.00267516801324648,56.8463064401575
S47,SemViol,S47,10,a,প্রতিগোলাপ,634,160,23126,124.489627,প্রতিগোলাপ,prot̪igolap,10,12,5,10,10,গোলাপ,,,6.633333333,45.64750913,1.65941708415706,39.713,1.59893269578293,576,NA,8.207921528,0.914233195706399,0.179810940058626,-0.745183888450658,0.0682772826733903,-0.00644626728327395,0.0188696199415516,-0.0864787195721493,0.0694817249571001,68.9089597694075
S48,SemViol,S48,6,a,দুঃআলু,414,200,14930,129.8330581,দুঃআলু,d̪ualu,5,8,3,6,6,আলু,,,6.766666667,45.61129162,1.65907237076092,45.155,1.65470584661368,768,NA,8.238965105,0.915872663467227,0.180634330061096,-0.743199707293691,0.0341386413366951,0.0563798316572822,0.0563652933077012,0.125884048527533,0.0860750985459285,47.0790768540859
S49,SemViol,S49,9,a,দুর্শিয়াল,438,200,17359,127.9469488,দুর্শিয়াল,d̪urʃiʲal,8,10,4,9,9,শিয়াল,,,6.666666667,45.319482,1.65628493724989,46.226,1.66488631495905,928,NA,8.659088168,0.937472161710699,0.19106767742844,-0.718812775539193,0.0546218261387122,0.0544459514723002,0.0152029396631932,-0.00495944022791551,-0.0387329658006877,50.1341692273114
G51,Gramm,G51,10,a,প্রতিলক্ষণ,536,158,20411,129.4520121,প্রতিলক্ষণ,prot̪ilɔkkʰon,11,14,5,10,10,লক্ষণ,,,2.533333333,44.84658486,1.6517293764118,44.398,1.6473634068595,1921,NA,8.832932194,0.946104896588308,0.196958859221371,-0.705624479823495,0.0751050109407293,-0.0666938593105196,-0.0261739014012191,-0.0599365275881669,-0.0380109008556549,58.5523029326779
G52,Gramm,G52,10,a,প্রতিহিংসা,544,158,21067,126.7234049,প্রতিহিংসা,prot̪ihiŋʃa,10,12,4,10,10,হিংসা,,,1.666666667,44.70171484,1.65032418378662,48.278,1.68374927039476,607,NA,8.952967355,0.951967000937766,0.200282413930767,-0.698357182848852,0.0682772826733903,-0.00644626728327395,-0.0747768593123954,-0.0219424677956197,0.0877048306271266,62.4792468198396
C48,CatViol,C48,8,a,প্রতিঝাল,483,158,18478,126.9313226,প্রতিঝাল,prot̪iɟʱal,8,10,4,8,8,ঝাল,Adj/N,,NA,43.98460823,1.64330072807202,37.387,1.57272061798339,862,NA,9.745613333,0.988809176317209,0.221568719722117,-0.654491551754809,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.0237570903248163,0.0329868000021574,53.6033986144906
F27,Filler,F27,9,a,লাঠিসোঁটা,548,160,22401,120.8933471,লাঠিসোঁটা,latʰiʃõta,8,11,4,9,9,লাঠি,,,NA,43.58518088,1.63933885266246,41.842,1.62161243513753,438,NA,10.0995101,1.00430030783939,0.231718898398203,-0.635038544823071,0.0546218261387122,0.0544459514723002,0.0152029396631932,-0.0289379075012009,0.0914844124982607,65.1859602792631
C49,CatViol,C49,9,a,প্রতিনীরব,554,158,23172,123.1003771,প্রতিনীরব,prot̪inirbo,10,11,5,9,9,নীরব,Adj,,NA,43.58311131,1.63931823041994,44.455,1.64792061458157,198,NA,10.29404984,1.01258626661326,0.236193551368556,-0.626731963806682,0.0682772826733903,-0.0660492325821932,0.0187623762315997,-0.0590323094549071,-0.00874069185666374,66.2246123677405
S50,SemViol,S50,9,a,দুর্ঘোড়া,405,200,15807,128.0664946,দুর্ঘোড়া,d̪urgʱoɽa,7,10,3,9,9,ঘোড়া,,,6.766666667,43.08330974,1.63430905921752,44.807,1.65134586721005,696,NA,10.77936442,1.03259315444772,0.250198150630755,-0.601715904769803,0.0477940978713732,0.114693543499547,-0.0334000182479832,0.0427168140525627,0.0384985894046717,47.9438080730557
F28,Filler,F28,6,a,ঘড়িতে,391,169,15471,126.3368057,ঘড়িতে,gʱoɽit̪e,6,9,3,6,6,ঘড়ি,,,NA,42.13648067,1.62465825957237,44.243,1.64584456764728,576,NA,11.1177394,1.04601648995183,0.263850687651651,-0.578641769620538,0.0409663696040342,-0.0038677603699637,0.0113217719649312,0.123671404174451,0.0665109904097099,45.6164134940012
C50,CatViol,C50,10,a,দুঃক্লান্ত,364,200,14599,120.814777,দুঃক্লান্ত,d̪usklant̪o,9,12,3,10,10,ক্লান্ত,Adj,,NA,41.81052312,1.62128560133918,41.392,1.61691641137247,457,NA,11.14774819,1.04718715012661,0.266625417673081,-0.574098451212568,0.0614495544060513,0.0538013247439732,-0.123379817223572,0.00524122510545298,-0.0127066255937288,47.0725451845122
C51,CatViol,C51,8,a,প্রতিসরু,456,200,17666,128.1110102,প্রতিসরু,prot̪iʃɔru,9,10,4,8,8,সরু,Adj,,NA,41.39660877,1.61696476496631,39.741,1.59923879103293,803,NA,11.19431355,1.04899746722389,0.27041619791118,-0.567967297742415,0.0614495544060513,-0.0654046058538652,-0.0299478253895282,0.0374401371420829,0.00972421673510022,52.307759951773
G53,Gramm,G53,9,a,দুঃস্বভাব,477,200,17589,124.6881888,দুঃস্বভাব,d̪uʃʃobʱab,8,11,4,9,9,স্বভাব,,,1.833333333,40.61534543,1.60869015122308,41.021,1.61300624328706,1208,NA,11.35367058,1.05513628927607,0.27954140140376,-0.553553861947007,0.0546218261387122,0.0544459514723002,0.0152029396631932,-0.0160374785599483,0.00725721870811524,53.0415857098791
F29,Filler,F29,6,a,কাঁধের,377,160,14392,126.734371,কাঁধের,kãd̪ʱer,5,9,3,6,6,কাঁধ,,,NA,40.31318796,1.60544714344433,37.894,1.57857045078141,128,NA,11.38781851,1.05644053708981,0.282483700403435,-0.549006606354522,0.0341386413366951,0.0563798316572822,0.0563652933077012,0.115350172306892,0.0409912728857059,42.0588611918031
S51,SemViol,S51,9,a,প্রতিছুরি,464,200,20325,123.5818814,প্রতিছুরি,prot̪icʰuri,9,12,4,9,9,ছুরি,,,6.5,39.69128165,1.598695122705,41.279,1.61572916779206,291,NA,11.6009844,1.06449484279148,0.292280418211187,-0.534200279913516,0.0614495544060513,-0.005801640554946,-0.0298405816795763,-0.0101255901700698,0.000242100906047373,62.0191380209805
F30,Filler,F30,5,a,লবণের,401,160,13894,123.4374993,লবণের,lɔboner,7,8,4,5,5,লবণ,,,NA,36.52897603,1.56263749836156,37.625,1.5754765086019,489,NA,11.65893241,1.06665878458483,0.319169428686556,-0.495978713776736,0.0477940978713732,-0.12371831769613,0.0598174861661564,0.0987145685065614,-0.0209354943262995,39.3957193104923
G54,Gramm,G54,9,a,প্রতিসর্গ,443,158,16429,126.7256909,প্রতিসর্গ,prot̪iʃɔrgo,10,12,4,9,9,সর্গ,,,2.6,36.42446266,1.56139315370165,38.246,1.58258602069835,1385,NA,11.73757613,1.06957842212032,0.322244318044251,-0.491814731581334,0.0682772826733903,-0.0660492325821932,-0.0748841030223473,0.0102344189570912,-0.0153667257722239,48.9816314602983
C52,CatViol,C52,8,a,দুঃসমগ্র,418,200,15207,125.7002216,দুঃসমগ্র,d̪uʃomɔgro,9,10,4,8,8,সমগ্র,Adj,,NA,34.50183051,1.5378421373719,36.227,1.55903237109248,459,NA,11.76448057,1.07057275679358,0.340981344934443,-0.467269380578327,0.0614495544060513,-0.0654046058538652,-0.0299478253895282,0.0292447473247205,-0.0363970797556287,45.7664416100313
G55,Gramm,G55,8,a,প্রতিফলন,535,158,20205,122.4016653,প্রতিফলন,prot̪ipʰolon,10,13,6,8,8,ফলন,,,3.033333333,31.81966553,1.50269561028106,33.729,1.52800346538369,267,NA,12.01593353,1.07975751722717,0.37762601617139,-0.422938093053894,0.0682772826733903,-0.125652197881112,0.112301611775595,-0.0861810432256181,-0.139266488758774,57.1317084418849
S52,SemViol,S52,9,a,প্রতিলেবু,494,200,18971,127.2070961,প্রতিলেবু,prot̪ilebu,9,11,4,9,9,লেবু,,,6.666666667,31.3240031,1.49587725827566,27.565,1.44035799681529,404,NA,12.0624989,1.08143728674779,0.385088038124987,-0.414439971527868,0.0614495544060513,-0.005801640554946,-0.0298405816795763,0.00219819783777635,0.0370575838922779,56.0471954263549
C53,CatViol,C53,10,a,দুর্ঠাণ্ডা,354,200,13829,123.9380388,দুর্ঠাণ্ডা,d̪urtʰanda,8,10,3,10,10,ঠাণ্ডা,Adj/Adb/N,,NA,31.19775922,1.49412340192431,34.318,1.53552196990297,143,NA,12.19184713,1.08606950853837,0.390792397749648,-0.408053893385945,0.0546218261387122,0.114048916771219,-0.078336295880802,0.00618590122390333,-0.0327916109186248,44.131615493848
G56,Gramm,G56,10,a,প্রতিধ্বনি,523,158,21730,125.4885934,প্রতিধ্বনি,prot̪id̪ʱd̪ʱoni,10,8,4,10,10,ধ্বনি,,,2.733333333,30.85110596,1.4892707373714,32.085,1.50630204362721,1770,NA,12.24358643,1.08790865135634,0.39686053543346,-0.40136208601506,0.0682772826733903,-0.00644626728327395,-0.0747768593123954,-0.0261401654259561,0.0622396091470856,61.8505556222369
S53,SemViol,S53,8,a,প্রতিবরফ,536,158,20394,126.773632,প্রতিবরফ,prot̪ibɔropʰ,10,13,5,8,8,বরফ,,,6.633333333,30.70934029,1.48727048686019,26.41,1.42176840120692,481,NA,12.51366554,1.097384543156,0.407487279825248,-0.389885943704192,0.0682772826733903,-0.125652197881112,0.0186551325216479,-0.0143760949241763,-0.0114477078641721,58.138300237619
S54,SemViol,S54,9,a,দুর্জলপাই,489,200,18888,122.2833182,দুর্জলপাই,d̪urɟɔlpa͡i̯,9,13,5,9,9,জলপাই,,,6.766666667,30.1081297,1.4786837782229,29.807,1.47431826757877,198,NA,12.96276261,1.11269756777076,0.430540280620619,-0.365986210452141,0.0614495544060513,-0.005801640554946,0.0638058975743707,-0.0714826129468324,-0.0956859847158114,57.0454642864388
F31,Filler,F31,9,a,বারান্দায়,524,166,17914,131.341986,বারান্দায়,barand̪aʲ,8,10,4,9,9,বারান্দা,,,NA,29.94773789,1.47636402342005,28.151,1.44949382678126,168,NA,12.96793653,1.11287087624374,0.433018900380125,-0.363493147176304,0.0546218261387122,0.0544459514723002,0.0152029396631932,0.00658186758250229,0.0651633561687056,52.2619735955632
S55,SemViol,S55,10,a,প্রতিগাড়ী,522,169,21431,126.5006069,প্রতিগাড়ী,prot̪igaɽi,9,11,4,10,10,গাড়ী,,,6.833333333,29.22442257,1.46574593892232,31.27,1.49512788124293,771,NA,13.24008522,1.12189078045539,0.453048650945509,-0.343855158466934,0.0614495544060513,0.0538013247439732,-0.0297333379696245,-0.0323726025640342,0.0524488993669252,64.547724305506
C54,CatViol,C54,10,a,দুর্মেধাবী,477,200,20188,129.9871112,দুর্মেধাবী,d̪urmed̪ʱabi,9,12,4,10,10,মেধাবী,Adj,,NA,28.21550634,1.45048784828654,30.191,1.47987749816021,88,NA,13.83819145,1.14107933472993,0.490446327039049,-0.309408513556617,0.0614495544060513,0.0538013247439732,-0.0297333379696245,-0.0205203556111451,-0.000680879331243291,58.660564334275
C55,CatViol,C55,12,a,দুঃসংক্ষিপ্ত,543,200,21317,129.1193793,দুঃসংক্ষিপ্ত,d̪uʃʃoŋkkʰipt̪o,12,15,4,12,12,সংক্ষিপ্ত,Adj,,NA,26.878563,1.42940604645572,27.685,1.44224452784795,188,NA,14.03480077,1.14720625201828,0.522155919198508,-0.282199794437434,0.0819327392080683,-0.00773552073992741,-0.164649414578032,-0.0587901876412908,0.0687058243354724,64.2202132846836
S56,SemViol,S56,8,a,দুর্পনির,398,200,16279,120.2559097,দুর্পনির,d̪urponir,8,10,4,8,8,পনির,,,6.7,26.82164978,1.42848548747212,25.212,1.40160729845358,363,NA,14.05756606,1.14791013304404,0.524112654340981,-0.280575354428079,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.00106426238156609,-0.0704801878457977,48.8852346932491
S57,SemViol,S57,11,a,প্রতিমুর্গি,481,200,20348,123.4402505,প্রতিমুর্গি,prot̪imurgi,10,12,4,11,11,মুরগি,,,6.6,26.7316234,1.42702533407466,24.593,1.39081150978694,208,NA,14.38766275,1.15799024930698,0.53822629979143,-0.269035084767673,0.0682772826733903,0.0531566980156453,-0.0746696156024436,-0.0652725495972311,-0.00660238580169519,61.4209531509784
C56,CatViol,C56,10,a,দুর্পুরাতন,507,200,20340,127.722798,দুর্পুরাতন,d̪urpurat̪ɔn,10,12,5,10,10,পুরাতন,Adj,,NA,26.7026494,1.42655435360117,29.373,1.46794830528714,178,NA,14.53460234,1.16240315417276,0.54431311748414,-0.26415119942841,0.0682772826733903,-0.00644626728327395,0.0188696199415516,-0.07548767013248,-0.0820120575533436,61.8488941407056
C57,CatViol,C57,9,a,প্রতিবোকা,562,160,21412,123.4544798,প্রতিবোকা,prot̪iboka,9,10,4,9,9,বোকা,Adj/N,,NA,26.64884053,1.42567831796382,26.649,1.42568091682862,533,NA,14.60600257,1.16453137272175,0.548091484639163,-0.261146945242069,0.0614495544060513,-0.005801640554946,-0.0298405816795763,-0.0105586873629782,0.117698173875319,61.6237949728247
C58,CatViol,C58,8,a,দুর্নগ্ন,258,200,10650,128.1492857,দুর্নগ্ন,d̪urnogɔno,9,10,3,8,8,নগ্ন,Adj,,NA,26.2194044,1.4186228220325,24.122,1.38241331312627,569,NA,14.87815125,1.17254896939498,0.567448101528958,-0.246073852637524,0.0614495544060513,-0.0654046058538652,-0.123594304643475,0.0945128568557204,-0.102042014590998,36.2086345777637
S58,SemViol,S58,9,a,প্রতিছাগল,556,158,20524,124.036079,প্রতিছাগল,prot̪icʰagɔl,10,12,5,9,9,ছাগল,,,6.7,25.63785474,1.40888168256447,23.843,1.37736089878111,368,NA,15.0654475,1.17798203636744,0.587625121242886,-0.230899646197036,0.0682772826733903,-0.0660492325821932,0.0187623762315997,-0.0558514242361257,-0.00612352466168671,61.0787763468098
