ItemNo,Condition,ITEMNO,length,noise,stim,width,height,blackPx,luminance,Word,WordPhonetic,WordLenPhonemic,WordLenPhonetic,WordLength,WordLenUnicode,WordLenXlsx,Stem,CatViolPOS,SpellingStem,CRating,stemFreq_old,log_stemFreq_old,stemFreq_new,log_stemFreq_new,Types,Exclude,wordFreq_old,log_wordFreq_old,TP_old,log_TP_old,WLp_O,WLc_O,WLa_O,Luminance_O,Width_O,complexity
C17,CatViol,C17,6,a,দুঃশুভ,347,200,13377,130.1317589,দুঃশুভ,d̪uʃubʱ,5,7,3,6,6,শুভ,Adj,,NA,242.9522007,2.38552083732591,250.241,2.39835846688812,4201,NA,0.1,-1,0.000411603598205233,-3.38552083732591,0.0341386413366951,0.0563798316572822,0.0563652933077012,0.126899471238076,0.00582313415934259,41.2936015268649
G33,Gramm,G33,9,a,দুর্ভাবনা,457,200,17555,120.8803496,দুর্ভাবনা,d̪urbʱabona,9,12,4,9,9,ভাবনা,,,1.566666667,238.3794819,2.37726887153341,231.228,2.36404042278139,1665,NA,0.1,-1,0.000419499191805232,-3.37726887153341,0.0614495544060513,-0.005801640554946,-0.0298405816795763,-0.0193093511207398,-0.00878347173324287,51.8383172785042
C18,CatViol,C18,9,a,দুঃসুন্দর,453,200,16700,121.0606675,দুঃসুন্দর,d̪uʃund̪or,8,10,4,9,9,সুন্দর,Adj,,NA,238.1973596,2.37693694305144,228.669,2.35920729254083,2587,NA,0.1,-1,0.000419819934897381,-3.37693694305144,0.0546218261387122,0.0544459514723002,0.0152029396631932,-0.028369107772184,-0.0223657874863578,52.4597755602281
G34,Gramm,G34,10,a,দুশ্চিন্তা,380,200,15817,127.8943284,দুশ্চিন্তা,d̪uʃcint̪a,8,11,3,10,10,চিন্তা,,,1.5,233.9350766,2.36909534550173,224.578,2.3513672098659,2660,NA,0.1,-1,0.000427469028815151,-3.36909534550173,0.0546218261387122,0.114048916771219,-0.078336295880802,0.0196351665399814,-0.0006938104696684,47.1506041731372
C19,CatViol,C19,10,a,প্রতিদ্রুত,483,158,18602,131.4053441,প্রতিদ্রুত,prot̪id̪rut̪o,10,13,4,10,10,দ্রুত,Adj,,NA,229.8559507,2.3614557516048,248.244,2.3948787604972,708,NA,0.1,-1,0.000435055084262389,-3.3614557516048,0.0682772826733903,-0.00644626728327395,-0.0747768593123954,-0.00602638255895089,0.0156740930262307,55.3902442009172
S08,SemViol,S08,8,a,প্রতিকাঠ,479,158,18983,124.1160061,প্রতিকাঠ,prot̪ikatʰ,8,11,4,8,8,কাঠ,,,6.666666667,227.1592987,2.35633051923316,224.888,2.35196628214606,4660,NA,0.1,-1,0.000440219707369611,-3.35633051923316,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.0141865223468724,0.0275310449713485,54.7219054503963
F02,Filler,F02,5,a,কাঠের,371,160,14213,126.1998128,কাঠের,katʰer,5,6,3,5,5,কাঠ,,,NA,227.1592987,2.35633051923316,249.875,2.39772280712617,4660,NA,0.1,-1,0.000440219707369611,-3.35633051923316,0.0341386413366951,-0.00322313364163697,0.0562580495977493,0.145702076358843,0.0516832345176457,39.7747484228152
C20,CatViol,C20,8,a,প্রতিধীর,464,158,19960,123.7434352,প্রতিধীর,prot̪id̪ʱir,8,11,4,8,8,ধীর,Adj,,NA,223.5189221,2.34931429442888,223.519,2.34931444578758,1622,NA,0.1,-1,0.000447389415895899,-3.34931429442888,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.012919980867414,0.00946110356675129,58.4317762703147
F14,Filler,F14,7,a,তীরগুলো,504,200,21005,119.5010749,তীরগুলো,t̪irgulo,7,8,4,7,7,তীর,,,NA,219.0372644,2.34051800683354,208.085,2.31824077481988,5390,NA,0.1,-1,0.000456543320488986,-3.34051800683354,0.0477940978713732,-0.00451238709829112,0.0600319735860601,0.0209946030744268,0.0656004997108869,62.5096818101678
F15,Filler,F15,10,a,শিলাবৃষ্টি,485,197,20522,128.1120864,শিলাবৃষ্টি,ʃilabriʃti,10,10,4,10,10,বৃষ্টি,,,NA,212.4994873,2.32735788656022,199.75,2.30048678798603,1343,NA,0.1,-1,0.000470589370687861,-3.32735788656021,0.0682772826733903,-0.00644626728327395,-0.0747768593123954,-0.0172216945910926,0.0172992416322204,56.1212812984996
G35,Gramm,G35,7,a,দুর্ভোগ,366,200,14258,134.0667162,দুর্ভোগ,d̪urbʱog,6,9,3,7,7,ভোগ,,,2.766666667,212.3111563,2.32697281560843,191.08,2.28121523261132,4382,NA,0.1,-1,0.000471006807850917,-3.32697281560843,0.0409663696040342,0.0557352049289555,0.0114290156748831,0.117779843502154,0.0203429705710188,44.3109186738373
F16,Filler,F16,6,a,হাড়ের,358,169,13141,125.0759579,হাড়ের,haɽer,5,5,3,6,6,হাড়,,,NA,212.0959208,2.32653231589475,201.491,2.30425565227549,2528,NA,0.1,-1,0.00047148478680218,-3.32653231589475,0.0341386413366951,0.0563798316572822,0.0563652933077012,0.109712456153464,0.0178243566422359,38.0399012532226
F17,Filler,F17,7,a,কলাগুলো,507,200,18617,120.1798693,কলাগুলো,kɔlagulo,8,8,4,7,7,কলা,,,6.5,209.2419814,2.3206488238913,211.334,2.32496937317405,6077,NA,0.1314178056,-0.881345788886241,0.000628066149635496,-3.20199461277754,0.0546218261387122,-0.0647599791255382,0.0149884522432894,0.0329748813325333,0.0781855075313156,54.3757779168117
G36,Gramm,G36,9,a,দুঃস্বপ্ন,329,200,12588,124.7381709,দুঃস্বপ্ন,d̪uʃʃɔpno,8,10,3,9,9,স্বপ্ন,,,2.033333333,206.1376238,2.31415726551761,187.585,2.27319810761618,2565,NA,0.1396960926,-0.854815741244379,0.000677683627204012,-3.16897300676199,0.0546218261387122,0.0544459514723002,-0.0784435395907539,0.0410750373226424,-0.044564450945858,40.8171551127074
S09,SemViol,S09,8,a,দুর্সিংহ,349,200,13935,127.166324,দুর্সিংহ,d̪urʃiŋho,8,10,3,8,8,সিংহ,,,6.8,206.1003715,2.31407877460432,195.795,2.29180159706806,2890,NA,0.1583222383,-0.800458078866924,0.000768180266477589,-3.11453685347124,0.0546218261387122,-0.00515701382661901,-0.0785507833007058,0.0814985727153935,-0.00200775993596793,42.8104753929027
S10,SemViol,S10,10,a,প্রতিবন্দর,550,158,20345,122.9121924,প্রতিবন্দর,prot̪ibɔnd̪ɔr,11,14,5,10,10,বন্দর,,,5.433333333,202.1195502,2.30560832308155,220.31,2.3430342104792,980,NA,0.1779831698,-0.74962106290775,0.000880583642818734,-3.0552293859893,0.0751050109407293,-0.0666938593105196,-0.0261739014012191,-0.0821684112866236,-0.0227612867715806,60.2166584265054
C21,CatViol,C21,10,a,প্রতিসুস্থ,430,200,17544,126.943504,প্রতিসুস্থ,prot̪iʃust̪ʰo,10,13,4,10,10,সুস্থ,Adj,,NA,195.0592062,2.29016645250737,175.553,2.2444082554608,710,NA,0.2059223883,-0.686296433437473,0.00105569171694907,-2.97646288594484,0.0682772826733903,-0.00644626728327395,-0.0747768593123954,-0.0211942487593464,-0.0489108785799719,51.8810460359503
F18,Filler,F18,7,a,মাছরাঙা,499,158,17727,126.9789513,মাছরাঙা,macʰraŋa,7,9,4,7,7,মাছ,,,NA,194.3120908,2.28849982481158,169.052,2.22802031313093,1870,NA,0.3021574743,-0.519766658383594,0.00155501118358611,-2.80826648319517,0.0477940978713732,-0.00451238709829112,0.0600319735860601,0.0464153770502345,0.0613604593842587,51.7612784188532
G37,Gramm,G37,8,a,প্রতিভাস,483,158,18584,119.6049959,প্রতিভাস,prot̪ibʱaʃ,8,11,4,8,8,ভাস,,,3,190.3747306,2.27960930177277,177.048,2.24809102516999,5067,NA,0.3114705472,-0.506583014151739,0.00163609186060747,-2.78619231592451,0.0546218261387122,-0.00515701382661901,0.0150956959532413,-0.0011484958538514,0.0312682089152635,54.2892168792559
G38,Gramm,G38,8,a,প্রতিশোধ,504,160,19027,127.8754473,প্রতিশোধ,prot̪iʃod̪ʱ,8,12,4,8,8,শোধ,,,1.833333333,185.6116112,2.26860514064555,157.77,2.19802442553312,1538,NA,0.3342358363,-0.475946987497794,0.00180072698113619,-2.74455212814335,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.0269666085516323,0.0583838329118528,54.6558208384686
S11,SemViol,S11,7,a,দুর্পেট,297,200,12106,123.9042568,দুর্পেট,d̪urpet,6,8,3,7,7,পেট,,,6.266666667,178.4012233,2.25139782801442,169.481,2.22912101783309,3420,NA,0.3704533418,-0.431266483163246,0.00207651794616366,-2.68266431117767,0.0409663696040342,0.0557352049289555,0.0114290156748831,0.0832329254164632,-0.0647606187959113,36.963635471474
S12,SemViol,S12,9,a,প্রতিবাতি,520,158,21002,123.8988247,প্রতিবাতি,prot̪ibat̪i,9,12,4,9,9,বাতি,,,5.633333333,172.7699186,2.23746812863315,183.136,2.2627737242283,1517,NA,0.4014969179,-0.396317784243732,0.0023238820805927,-2.63378591287688,0.0614495544060513,-0.005801640554946,-0.0298405816795763,-0.00904815273175552,0.0674512820951801,62.1804653904105
C22,CatViol,C22,8,a,প্রতিনীল,464,158,19677,128.2180663,প্রতিনীল,prot̪inil,8,9,4,8,8,নীল,Adj/N,,NA,172.2473517,2.23615255336098,165.357,2.21842258447516,3689,NA,0.4077056332,-0.389653287932748,0.00236697765844373,-2.62580584129373,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.0281313296158662,0.0105107511514813,56.5886416978522
F19,Filler,F19,8,a,পাহাড়ের,489,169,17213,127.9811065,পাহাড়ের,pahaɽer,7,8,4,8,8,পাহাড়,,,NA,169.0312372,2.22796697023493,148.747,2.17244821543195,1354,NA,0.457375355,-0.339727240419835,0.00270586290780578,-2.56769421065476,0.0477940978713732,0.0550905782006281,0.060139217296012,0.0176530523137116,0.0315968044858556,49.6967625476788
S13,SemViol,S13,11,a,প্রতিপাহাড়,596,169,22071,118.8595321,প্রতিপাহাড়,prot̪ipahaɽ,10,12,5,11,11,পাহাড়,,,6.333333333,169.0312372,2.22796697023493,180.863,2.25734973026853,1354,NA,0.5039407192,-0.297620548551562,0.00298134668803099,-2.52558751878649,0.0682772826733903,0.0531566980156453,0.0189768636515035,-0.137787141853575,0.0045948769777448,65.646777324378
C23,CatViol,C23,8,a,দুঃখারাপ,498,200,17156,126.4091288,দুঃখারাপ,d̪ukʰarap,7,9,4,8,8,খারাপ,Adj,,NA,153.2993876,2.18554041993936,159.431,2.20257277013386,261,NA,0.5122190061,-0.290544310890603,0.0033412984495184,-2.47608473082996,0.0477940978713732,0.0550905782006281,0.060139217296012,0.0123091702181598,0.0420175807566108,52.6785606551745
C24,CatViol,C24,9,a,প্রতিগভীর,572,158,23773,124.3248404,প্রতিগভীর,prot̪igobʱir,10,12,5,9,9,গভীর,Adj/N,,NA,152.2563235,2.18257533877044,152.256,2.18257441602115,635,NA,0.521532079,-0.282718973327169,0.00342535578826058,-2.46529431209761,0.0682772826733903,-0.0660492325821932,0.0187623762315997,-0.054869790161198,0.0131255932348761,70.1650701406083
S14,SemViol,S14,9,a,প্রতিমালা,505,158,19175,131.3387779,প্রতিমালা,prot̪imala,9,11,4,9,9,মালা,,,6.7,148.2982675,2.17113607739666,155.713,2.19232487199382,4649,NA,0.521532079,-0.282718973327169,0.00351677796235887,-2.45385505072383,0.0614495544060513,-0.005801640554946,-0.0298405816795763,0.0162437026789313,0.0512139827271991,55.1076003236585
S15,SemViol,S15,8,a,প্রতিসাপ,465,158,17202,125.2165662,প্রতিসাপ,prot̪iʃap,8,10,4,8,8,সাপ,,,6.4,145.3936236,2.16254536047035,142.486,2.1537721947204,3561,NA,0.6208715226,-0.206998259402374,0.00427028027245619,-2.36954361987273,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.0179278371336336,0.0110055032020043,50.8163610448232
C25,CatViol,C25,7,a,দুঃকালো,465,200,16652,125.7984696,দুঃকালো,d̪ukalo,6,7,3,7,7,কালো,Adj,,NA,144.618569,2.16022405987744,156.188,2.19364766376676,1989,NA,0.6684716726,-0.174916991833813,0.00462230872025846,-2.33514105171126,0.0409663696040342,0.0557352049289555,0.0114290156748831,0.0896722342355929,0.137088221133205,49.6106372880376
G39,Gramm,G39,10,a,প্রতিবন্ধন,540,158,21180,126.6758726,প্রতিবন্ধন,prot̪ibɔnd̪ʱon,11,15,5,10,10,বন্ধন,,,1.833333333,142.9349724,2.15513850214365,131.5,2.11892575282578,2098,NA,0.7108978933,-0.148192772773508,0.00497357561528448,-2.30333127491716,0.0751050109407293,-0.0666938593105196,-0.0261739014012191,-0.0693739147526313,-0.0338667753546019,60.7883417276892
S16,SemViol,S16,9,a,প্রতিসেতু,486,200,19841,129.1071029,প্রতিসেতু,prot̪iʃet̪u,9,12,4,9,9,সেতু,,,6.3,142.2427006,2.15302998915865,152.2,2.18241465243455,724,NA,0.793680763,-0.100354145868227,0.00557976444240823,-2.25338413502687,0.0614495544060513,-0.005801640554946,-0.0298405816795763,0.00865720315314874,0.0279125921649965,59.0691985985054
F20,Filler,F20,9,a,খাদ্যশস্য,482,158,15651,121.5661891,খাদ্যশস্য,kʰad̪d̪oʃorʃo,10,14,4,9,9,খাদ্য,,,NA,140.6149824,2.14803159683592,140.615,2.14803165119416,1695,NA,0.8774984186,-0.0567536575332637,0.00624043329965954,-2.20478525436919,0.0682772826733903,-0.0660492325821932,-0.0748841030223473,-0.00730512329658572,0.030177587558603,44.3779292764602
S17,SemViol,S17,9,a,প্রতিবালি,503,158,20063,126.5532549,প্রতিবালি,prot̪ibali,9,11,4,9,9,বালি,,,6.6,137.4061114,2.13800604923206,138.78,2.14232688315426,2743,NA,0.8847419197,-0.0531833950602998,0.00643888332684452,-2.19118944429236,0.0614495544060513,-0.005801640554946,-0.0298405816795763,-2.45119894776771E-05,0.0476937342884392,58.6899002017441
S18,SemViol,S18,10,a,প্রতিবাগান,596,158,22036,125.0169089,প্রতিবাগান,prot̪ibagan,10,12,5,10,10,বাগান,,,6,136.0857247,2.13381257039674,121.116,2.08320151930087,1618,NA,0.9095767806,-0.0411606347165435,0.0066838515399404,-2.17497320511328,0.0682772826733903,-0.00644626728327395,0.0188696199415516,-0.084686243569011,0.0240496335729309,64.5037355841363
C26,CatViol,C26,8,a,প্রতিগরম,516,158,19695,124.729177,প্রতিগরম,prot̪igɔrom,10,11,5,8,8,গরম,N/Adj,,NA,135.9687939,2.13343924519271,149.566,2.17483287901912,933,NA,0.9551073589,-0.0199478087751115,0.00702446003604655,-2.15338705396782,0.0682772826733903,-0.125652197881112,0.0186551325216479,-0.0213261467408538,-0.0359040171462168,57.153235028763
C27,CatViol,C27,9,a,প্রতিসঠিক,566,158,23169,127.5051156,প্রতিসঠিক,prot̪iʃɔtʰik,10,12,5,9,9,সঠিক,Adj,,NA,131.6889195,2.11954923432052,127.738,2.10632011210564,257,NA,0.9675247893,-0.0143378989516545,0.00734704782280486,-2.13388713327218,0.0682772826733903,-0.0660492325821932,0.0187623762315997,-0.0440585581060564,0.0066785962359306,66.0623603148453
C28,CatViol,C28,7,a,দুঃকঠিন,468,200,18659,130.3431393,দুঃকঠিন,d̪uktʰin,6,8,4,7,7,কঠিন,Adj,,NA,131.3608924,2.11846609016421,114.284,2.0579854325116,344,NA,1.007881438,0.00340944694005938,0.00767261412118726,-2.11505664322416,0.0409663696040342,0.0557352049289555,0.10507549492883,0.0481790731881981,0.016156427376278,54.6292411813434
G40,Gramm,G40,10,a,প্রতিগ্রাহ,448,158,17516,121.335311,প্রতিগ্রাহ,prot̪igraho,10,12,4,10,10,গ্রাহ,,,2.6,126.0069103,2.10039436275935,124.747,2.09603011021437,1735,NA,1.008916224,0.00385510581566598,0.00800683249512229,-2.09653925694369,0.0682772826733903,-0.00644626728327395,-0.0747768593123954,-0.0402591007359995,-0.028647380628267,52.3436709953918
S19,SemViol,S19,9,a,প্রতিহাতি,503,158,20522,127.8621277,প্রতিহাতি,prot̪ihat̪i,9,12,4,9,9,হাতি,,,6.7,121.6111399,2.08497335927476,108.234,2.03436370894881,1269,NA,1.104116524,0.0430149094980289,0.00907907388178342,-2.04195844977673,0.0614495544060513,-0.005801640554946,-0.0298405816795763,0.00442495438735127,0.0480007663414812,60.6852322744324
C29,CatViol,C29,9,a,দুর্সতর্ক,396,200,15786,124.6867286,দুর্সতর্ক,d̪urʃot̪ɔrko,10,12,4,9,9,সতর্ক,Adj,,NA,119.875804,2.07873153297615,113.882,2.05645508563804,510,NA,1.163099319,0.0656168014455306,0.00970253612647303,-2.01311473153062,0.0682772826733903,-0.0660492325821932,-0.0748841030223473,0.0033030393780581,-0.0721903269972098,46.505353531691
F21,Filler,F21,6,a,দরজাটা,444,158,16331,125.0205987,দরজাটা,d̪ɔrɟata,7,9,4,6,6,দরজা,,,NA,118.0690679,2.07213613470172,105.081,2.02152419708335,291,NA,1.192073323,0.0763029691583622,0.0100964066558876,-1.99583316554335,0.0477940978713732,-0.0641153523972103,0.0599247298761083,0.0719271428471023,0.0129754516901545,48.278617710983
S20,SemViol,S20,9,a,দুর্ব্যাঙ,352,200,13559,125.9154872,দুর্ব্যাঙ,d̪urbæŋ,6,8,3,9,9,ব্যাঙ,,,6.4,117.6261795,2.07050399135793,119.979,2.07910523786238,1147,NA,1.243812617,0.094754957900954,0.0105742839076058,-1.97574903345698,0.0409663696040342,0.174941135526794,0.0116435030947868,0.0257318002364793,-0.0343735819652157,41.8289105278041
C30,CatViol,C30,7,a,দুঃসাদা,397,200,13534,132.7447619,দুঃসাদা,d̪uʃad̪a,6,8,3,7,7,সাদা,Adj,,NA,111.9151963,2.04888906080136,113.034,2.05320909650461,1363,NA,1.377299994,0.139028545593745,0.0123066396658771,-1.90986051520762,0.0409663696040342,0.0557352049289555,0.0114290156748831,0.113285907032885,0.057196795544925,41.8225005177319
S21,SemViol,S21,9,a,প্রতিনৌকা,562,160,22515,124.6040806,প্রতিনৌকা,prot̪ino͡u̯ka,10,14,4,9,9,নৌকা,,,6.7,108.1589236,2.03406235651078,107.077,2.02969619496076,589,NA,1.435248003,0.156926951263967,0.0132698066440447,-1.87713540524681,0.0682772826733903,-0.0660492325821932,-0.0748841030223473,0.00302208045132961,0.12679711332977,64.6642696972851
C31,CatViol,C31,10,a,প্রতিতীব্র,481,158,21099,129.0768676,প্রতিতীব্র,prot̪it̪ibro,10,12,4,10,10,তীব্র,Adj,,NA,107.7501832,2.03241801723353,92.665,1.96691573007634,417,NA,1.462152436,0.164992652144816,0.013569837123024,-1.86742536508871,0.0682772826733903,-0.00644626728327395,-0.0747768593123954,-0.0139419553296482,0.0127302123073247,61.9251599782614
F22,Filler,F22,8,a,কাগজপত্র,530,158,18151,122.3493421,কাগজপত্র,kagoɟpɔt̪ro,10,12,5,8,8,কাগজ,,,NA,107.6818873,2.0321426586629,91.53,1.96156346236207,622,NA,1.468361151,0.16683288568654,0.0136361015563292,-1.86530977297636,0.0682772826733903,-0.125652197881112,0.0186551325216479,-0.0294163105596405,-0.0196785644063406,54.1779544523651
G41,Gramm,G41,9,a,দুর্ভাগ্য,369,200,14067,127.8022199,দুর্ভাগ্য,d̪urbʱaggo,8,11,3,9,9,ভাগ্য,,,1.7,106.7826584,2.02850072860355,116.393,2.06592686216277,1950,NA,1.471465508,0.167750086441858,0.0137800044506103,-1.86075064216169,0.0546218261387122,0.0544459514723002,-0.0784435395907539,0.0514911625583844,0.00410775833100905,44.3194584955601
S22,SemViol,S22,9,a,দুর্দ্বীপ,299,200,13337,131.0394027,দুর্দ্বীপ,d̪urd̪͡ip,6,12,3,9,9,দ্বীপ,,,5.433333333,101.9015734,2.00818088973422,100.883,2.00381798855386,2315,NA,1.490091654,0.173212982239282,0.0146228522708954,-1.83496790749494,0.0409663696040342,0.174941135526794,0.0116435030947868,0.0431503681331937,-0.0967099513987493,40.3967632649449
G42,Gramm,G42,10,a,দুর্বুদ্ধি,324,200,15226,125.1698954,দুর্বুদ্ধি,d̪urbud̪d̪ʱi,8,13,3,10,10,বুদ্ধি,,,2.366666667,101.8353471,2.00789854800068,86.56,1.93731724776249,3221,NA,1.731196762,0.238346431130468,0.0169999593589052,-1.76955211687022,0.0546218261387122,0.114048916771219,-0.078336295880802,0.0103735537771345,-0.0684677344705309,46.7872466989034
C32,CatViol,C32,9,a,প্রতিখালি,503,158,19935,131.7986568,প্রতিখালি,prot̪ikʰali,9,11,4,9,9,খালি,Adj,,NA,101.434885,2.00618734116578,89.263,1.95067147875761,2328,NA,1.758101195,0.245043869125269,0.0173323131879136,-1.76114347204051,0.0614495544060513,-0.005801640554946,-0.0298405816795763,0.0178070445888274,0.0489241873274111,59.343459124787
C33,CatViol,C33,10,a,দুঃসামান্য,540,200,19171,126.0765263,দুঃসামান্য,d̪uʃamanno,9,10,4,10,10,সামান্য,Adj/N,,NA,98.21463137,1.99217619094293,90.357,1.95596180320146,416,NA,1.84191885,0.265270492433278,0.0187540168334086,-1.72690569850965,0.0614495544060513,0.0538013247439732,-0.0297333379696245,-0.033814249430533,0.0739284732225474,56.0202269781258
S23,SemViol,S23,9,a,দুর্সূর্য,286,200,11863,130.6886182,দুর্সূর্য,d̪urʃurɟo,8,10,3,9,9,সূর্য,,,5.166666667,97.66722964,1.98974886900142,104.504,2.01913291384115,2683,NA,1.84709278,0.266488710724502,0.0189121037507499,-1.72326015827692,0.0546218261387122,0.0544459514723002,-0.0784435395907539,0.0613033705788935,-0.0947185715380333,36.6677801882498
S24,SemViol,S24,8,a,প্রতিদুধ,415,200,16801,131.3241164,প্রতিদুধ,prot̪id̪ud̪ʱ,8,13,4,8,8,দুধ,,,6.033333333,97.32988945,1.98824623009189,93.437,1.97051888601446,1316,NA,1.895727716,0.277775959620955,0.0194773437708862,-1.71047027047093,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.0386902360922603,-0.0475036187708651,51.2161199455035
F03,Filler,F03,6,a,মাংসের,416,160,14516,130.4192733,মাংসের,maŋʃer,6,6,3,6,6,মাংস,,,NA,97.26883708,1.98797372359875,88.515,1.94701687369468,1587,NA,1.931945221,0.285994808127767,0.0198619134246567,-1.70197891547098,0.0409663696040342,-0.0038677603699637,0.0113217719649312,0.137549607098902,0.0974395530616902,41.3074013182354
C34,CatViol,C34,9,a,প্রতিসবুজ,532,200,21306,123.182147,প্রতিসবুজ,prot̪isbuɟ,6,10,5,9,9,সবুজ,Adj,,NA,96.35512116,1.98387480183967,87.683,1.94291540041444,548,NA,2.040597738,0.309757400901751,0.0211778856529228,-1.67411740093792,0.0409663696040342,0.174941135526794,0.198936461602681,-0.0974452992693935,-0.0704129854198228,62.9688995154612
S25,SemViol,S25,10,a,দুর্সমুদ্র,350,200,14921,121.4032852,দুর্সমুদ্র,d̪urʃomud̪ro,10,13,4,10,10,সমুদ্র,,,6.033333333,96.31166015,1.98367886897555,83.791,1.92319737351997,1884,NA,2.116137106,0.325543802517323,0.0219717644021942,-1.65813506645823,0.0682772826733903,-0.00644626728327395,-0.0747768593123954,-0.0400280248687404,-0.14611739392591,44.9661519427558
C35,CatViol,C35,9,a,দুর্পুরনো,438,200,17922,128.7929686,দুর্পুরনো,d̪urpurono,9,10,4,9,9,পুরনো,Adj,,NA,92.19321239,1.96469894784234,82.052,1.9140891713535,158,NA,2.174085115,0.337276542625727,0.0235818349164696,-1.62742240521662,0.0614495544060513,-0.005801640554946,-0.0298405816795763,0.00758931481009606,-0.0297052396052328,54.4962458599148
C36,CatViol,C36,10,a,প্রতিসক্ষম,544,158,21269,127.6924911,প্রতিসক্ষম,prot̪iʃɔkkʰom,11,13,5,10,10,সক্ষম,Adj,,NA,90.94422584,1.95877513038761,77.303,1.88819634848707,200,NA,2.355172642,0.372022747863993,0.0258968903220255,-1.58675238252361,0.0751050109407293,-0.0666938593105196,-0.0261739014012191,-0.0659179564396369,-0.0288329543266561,59.1970188831965
S26,SemViol,S26,9,a,প্রতিপাথর,556,158,20888,127.6099725,প্রতিপাথর,prot̪ipat̪ʰor,10,14,5,9,9,পাথর,,,6.866666667,90.65862494,1.95740912763355,97.911,1.99083148619473,1112,NA,2.406911936,0.381460200616155,0.0265491776165031,-1.5759489270174,0.0682772826733903,-0.0660492325821932,0.0187623762315997,-0.0437021008162965,-0.00528516981264513,61.7607740311689
F23,Filler,F23,7,a,পশুপাখি,448,200,16407,124.9201184,পশুপাখি,poʃupakʰi,8,10,4,7,7,পাখি,,,NA,89.99636198,1.95422495383993,98.996,1.99561764699126,1138,NA,2.581790748,0.411921040148999,0.0286877234945759,-1.54230391369094,0.0546218261387122,-0.0647599791255382,0.0149884522432894,0.0490891889934792,0.00856612074118985,48.9753597146719
S27,SemViol,S27,7,a,দুর্মধু,299,200,11931,122.6693187,দুর্মধু,d̪urmod̪ʱu,7,11,3,7,7,মধু,,,6.533333333,89.95497055,1.95402516571154,91.754,1.96262500633079,3134,NA,2.611799538,0.416939840718901,0.0290345216282215,-1.53708532499264,0.0477940978713732,-0.00451238709829112,-0.0336145056678869,0.088707538331844,-0.0538233657901847,36.6982946159937
S28,SemViol,S28,8,a,প্রতিডিম,481,158,19503,121.759488,প্রতিডিম,prot̪idim,8,10,4,8,8,ডিম,,,6.733333333,88.45246146,1.94670992298482,75.185,1.87613120406207,2283,NA,2.745286916,0.438587740233804,0.0310368628604132,-1.50812218275101,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.00617562315763204,0.0293759315706358,56.8191067092089
G43,Gramm,G43,7,a,দুঃসাহস,441,200,15410,125.2527759,দুঃসাহস,d̪uʃahoʃ,7,9,4,7,7,সাহস,,,1.933333333,87.06170925,1.93982718924633,75.744,1.87934823624899,699,NA,2.759773918,0.440873505910625,0.0316990550929254,-1.49895368333571,0.0477940978713732,-0.00451238709829112,0.0600319735860601,0.0405473053760357,-0.00857696851000927,45.3776052166414
F24,Filler,F24,11,a,বুদ্ধমূর্তি,441,200,19990,128.216035,বুদ্ধমূর্তি,bud̪d̪ʱomurt̪i,10,15,4,11,11,মূর্তি,,,NA,86.70781248,1.93805822970339,78.904,1.89709902011556,2243,NA,2.838417644,0.453076297795101,0.032735431362136,-1.48498193190829,0.0682772826733903,0.0531566980156453,-0.0746696156024436,-0.0490374406120564,-0.0534355468723402,59.7957307063302
G44,Gramm,G44,8,a,দুর্গন্ধ,293,200,11843,125.5988247,দুর্গন্ধ,d̪urgond̪ʱo,8,12,4,8,8,গন্ধ,,,2.6,85.44123458,1.93166751505208,87.15,1.94026739144601,3404,NA,2.864287291,0.457016576009619,0.0335234773359709,-1.47465093904246,0.0546218261387122,-0.00515701382661901,0.0150956959532413,0.0192273112635926,-0.195104673123896,37.2025116236205
S29,SemViol,S29,8,a,দুর্কালি,366,200,15124,124.2809331,দুর্কালি,d̪urkali,7,8,3,8,8,কালি,,,5.666666667,84.85037185,1.92865374991886,88.244,1.94568518595247,3417,NA,3.121948973,0.494425800415818,0.0367935803336141,-1.43422794950304,0.0477940978713732,0.0550905782006281,-0.033507261957935,0.0620170483973348,0.00886634067493686,44.9450678235797
S30,SemViol,S30,10,a,প্রতিপুকুর,535,200,22443,124.3018098,প্রতিপুকুর,prot̪ipukur,10,12,5,10,10,পুকুর,,,6.1,84.22432639,1.92543754626312,83.382,1.92107230789926,1848,NA,3.184036125,0.502977986452302,0.037804233782249,-1.42245955981082,0.0682772826733903,-0.00644626728327395,0.0188696199415516,-0.0871171974413434,-0.049247127548047,67.5787838768525
G45,Gramm,G45,7,a,দুর্দশা,298,200,10898,123.3429604,দুর্দশা,d̪urd̪oʃa,7,10,3,7,7,দশা,,,1.933333333,83.56723737,1.92203604516351,84.403,1.92635788335896,2451,NA,3.313384359,0.520271817804865,0.0396493226685208,-1.40176422735864,0.0477940978713732,-0.00451238709829112,-0.0336145056678869,0.0909975592522725,-0.0548641809445809,32.6018561255945
